taskIndex,taskKey,shardId,group,channel,esN0Db,schemePointCount,minFrames,targetFrameErrors,maxFrames,checkpointIntervalFrames,configHash
208,RATE_NEAR_1_2_AWGN_6.0,0,RATE_NEAR_1_2,AWGN,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
209,RATE_NEAR_1_2_AWGN_6.5,1,RATE_NEAR_1_2,AWGN,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
210,RATE_NEAR_1_2_AWGN_7.0,2,RATE_NEAR_1_2,AWGN,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
211,RATE_NEAR_1_2_AWGN_7.5,3,RATE_NEAR_1_2,AWGN,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
212,RATE_NEAR_1_2_AWGN_8.0,0,RATE_NEAR_1_2,AWGN,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
213,RATE_NEAR_1_2_AWGN_8.5,1,RATE_NEAR_1_2,AWGN,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
214,RATE_NEAR_1_2_AWGN_9.0,2,RATE_NEAR_1_2,AWGN,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
215,RATE_NEAR_1_2_AWGN_9.5,3,RATE_NEAR_1_2,AWGN,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
216,RATE_NEAR_1_2_AWGN_10.0,0,RATE_NEAR_1_2,AWGN,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
217,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-5.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
218,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-4.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
219,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-4.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
220,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-3.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
221,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-3.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
222,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-2.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
223,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-2.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
224,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-1.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
225,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-1.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
226,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_-0.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
227,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_0.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
228,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_0.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
229,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_1.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
230,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_1.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
231,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_2.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
232,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_2.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
233,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_3.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
234,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_3.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
235,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_4.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
236,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_4.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
237,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_5.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
238,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_5.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
239,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_6.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
240,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_6.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
241,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_7.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
242,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_7.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
243,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_8.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
244,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_8.5,0,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
245,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_9.0,1,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
246,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_9.5,2,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
247,RATE_NEAR_1_2_FIXED_MULTIPATH_REAL_MMSE_10.0,3,RATE_NEAR_1_2,FIXED_MULTIPATH_REAL_MMSE,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
248,RATE_NEAR_1_2_CFO_30_DEG_-5.0,0,RATE_NEAR_1_2,CFO_30_DEG,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
249,RATE_NEAR_1_2_CFO_30_DEG_-4.5,1,RATE_NEAR_1_2,CFO_30_DEG,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
250,RATE_NEAR_1_2_CFO_30_DEG_-4.0,2,RATE_NEAR_1_2,CFO_30_DEG,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
251,RATE_NEAR_1_2_CFO_30_DEG_-3.5,3,RATE_NEAR_1_2,CFO_30_DEG,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
252,RATE_NEAR_1_2_CFO_30_DEG_-3.0,0,RATE_NEAR_1_2,CFO_30_DEG,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
253,RATE_NEAR_1_2_CFO_30_DEG_-2.5,1,RATE_NEAR_1_2,CFO_30_DEG,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
254,RATE_NEAR_1_2_CFO_30_DEG_-2.0,2,RATE_NEAR_1_2,CFO_30_DEG,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
255,RATE_NEAR_1_2_CFO_30_DEG_-1.5,3,RATE_NEAR_1_2,CFO_30_DEG,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
256,RATE_NEAR_1_2_CFO_30_DEG_-1.0,0,RATE_NEAR_1_2,CFO_30_DEG,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
257,RATE_NEAR_1_2_CFO_30_DEG_-0.5,1,RATE_NEAR_1_2,CFO_30_DEG,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
258,RATE_NEAR_1_2_CFO_30_DEG_0.0,2,RATE_NEAR_1_2,CFO_30_DEG,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
259,RATE_NEAR_1_2_CFO_30_DEG_0.5,3,RATE_NEAR_1_2,CFO_30_DEG,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
260,RATE_NEAR_1_2_CFO_30_DEG_1.0,0,RATE_NEAR_1_2,CFO_30_DEG,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
261,RATE_NEAR_1_2_CFO_30_DEG_1.5,1,RATE_NEAR_1_2,CFO_30_DEG,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
262,RATE_NEAR_1_2_CFO_30_DEG_2.0,2,RATE_NEAR_1_2,CFO_30_DEG,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
263,RATE_NEAR_1_2_CFO_30_DEG_2.5,3,RATE_NEAR_1_2,CFO_30_DEG,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
264,RATE_NEAR_1_2_CFO_30_DEG_3.0,0,RATE_NEAR_1_2,CFO_30_DEG,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
265,RATE_NEAR_1_2_CFO_30_DEG_3.5,1,RATE_NEAR_1_2,CFO_30_DEG,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
266,RATE_NEAR_1_2_CFO_30_DEG_4.0,2,RATE_NEAR_1_2,CFO_30_DEG,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
267,RATE_NEAR_1_2_CFO_30_DEG_4.5,3,RATE_NEAR_1_2,CFO_30_DEG,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
268,RATE_NEAR_1_2_CFO_30_DEG_5.0,0,RATE_NEAR_1_2,CFO_30_DEG,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
269,RATE_NEAR_1_2_CFO_30_DEG_5.5,1,RATE_NEAR_1_2,CFO_30_DEG,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
270,RATE_NEAR_1_2_CFO_30_DEG_6.0,2,RATE_NEAR_1_2,CFO_30_DEG,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
271,RATE_NEAR_1_2_CFO_30_DEG_6.5,3,RATE_NEAR_1_2,CFO_30_DEG,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
272,RATE_NEAR_1_2_CFO_30_DEG_7.0,0,RATE_NEAR_1_2,CFO_30_DEG,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
273,RATE_NEAR_1_2_CFO_30_DEG_7.5,1,RATE_NEAR_1_2,CFO_30_DEG,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
274,RATE_NEAR_1_2_CFO_30_DEG_8.0,2,RATE_NEAR_1_2,CFO_30_DEG,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
275,RATE_NEAR_1_2_CFO_30_DEG_8.5,3,RATE_NEAR_1_2,CFO_30_DEG,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
276,RATE_NEAR_1_2_CFO_30_DEG_9.0,0,RATE_NEAR_1_2,CFO_30_DEG,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
277,RATE_NEAR_1_2_CFO_30_DEG_9.5,1,RATE_NEAR_1_2,CFO_30_DEG,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
278,RATE_NEAR_1_2_CFO_30_DEG_10.0,2,RATE_NEAR_1_2,CFO_30_DEG,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
279,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-5.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
280,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-4.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
281,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-4.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
282,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-3.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
283,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-3.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
284,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-2.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
285,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-2.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
286,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-1.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
287,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-1.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
288,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_-0.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,-0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
289,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_0.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,0.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
290,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_0.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,0.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
291,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_1.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,1.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
292,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_1.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,1.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
293,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_2.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,2.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
294,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_2.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,2.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
295,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_3.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,3.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
296,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_3.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,3.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
297,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_4.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,4.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
298,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_4.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
299,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_5.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
300,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_5.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,5.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
301,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_6.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,6.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
302,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_6.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,6.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
303,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_7.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,7.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
304,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_7.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,7.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
305,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_8.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,8.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
306,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_8.5,2,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,8.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
307,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_9.0,3,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,9.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
308,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_9.5,0,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,9.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
309,RATE_NEAR_1_2_LINEAR_TIME_VARYING_FREQUENCY_10.0,1,RATE_NEAR_1_2,LINEAR_TIME_VARYING_FREQUENCY,10.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
310,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-5.0,2,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-5.0,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
311,RATE_NEAR_1_2_KNOWN_BLOCKAGE_5_PERCENT_-4.5,3,RATE_NEAR_1_2,KNOWN_BLOCKAGE_5_PERCENT,-4.5,2,1000,200,50000,1000,41ee48b2e2a5d33e9e0177157ea6986c936a5abbe4d8ec54aa500c0aa05e528f
